name;code;active;region_id;created_at;updated_at
Lourdes;54418;1;18;2021-04-02;2021-04-02
Luruaco;08421;1;2;2021-04-02;2021-04-02
Lérida;73408;1;23;2021-04-02;2021-04-02
Líbano;73411;1;23;2021-04-02;2021-04-02
López (Micay);19418;1;8;2021-04-02;2021-04-02
Macanal;15425;1;5;2021-04-02;2021-04-02
Macaravita;68425;1;21;2021-04-02;2021-04-02
Maceo;05425;1;1;2021-04-02;2021-04-02
Machetá;25426;1;11;2021-04-02;2021-04-02
Madrid;25430;1;11;2021-04-02;2021-04-02
Magangué;13430;1;4;2021-04-02;2021-04-02
Magüi (Payán);52427;1;17;2021-04-02;2021-04-02
Mahates;13433;1;4;2021-04-02;2021-04-02
Maicao;44430;1;14;2021-04-02;2021-04-02
Majagual;70429;1;22;2021-04-02;2021-04-02
Malambo;08433;1;2;2021-04-02;2021-04-02
Mallama (Piedrancha);52435;1;17;2021-04-02;2021-04-02
Manatí;08436;1;2;2021-04-02;2021-04-02
Manaure;44560;1;14;2021-04-02;2021-04-02
Manaure Balcón del Cesar;20443;1;9;2021-04-02;2021-04-02
Manizales;17001;1;6;2021-04-02;2021-04-02
Manta;25436;1;11;2021-04-02;2021-04-02
Manzanares;17433;1;6;2021-04-02;2021-04-02
Maní;85139;1;26;2021-04-02;2021-04-02
Mapiripan;17433;1;16;2021-04-02;2021-04-02
Margarita;13440;1;4;2021-04-02;2021-04-02
Marinilla;05440;1;1;2021-04-02;2021-04-02
Maripí;15442;1;5;2021-04-02;2021-04-02
Mariquita;73443;1;23;2021-04-02;2021-04-02
Marmato;17442;1;6;2021-04-02;2021-04-02
Marquetalia;17444;1;6;2021-04-02;2021-04-02
Marsella;66440;1;20;2021-04-02;2021-04-02
Marulanda;17446;1;6;2021-04-02;2021-04-02
María la Baja;13442;1;4;2021-04-02;2021-04-02
Matanza;68444;1;21;2021-04-02;2021-04-02
Medellín;05001;1;1;2021-04-02;2021-04-02
Medina;25438;1;11;2021-04-02;2021-04-02
Medio Atrato;27425;1;12;2021-04-02;2021-04-02
Medio Baudó;27430;1;12;2021-04-02;2021-04-02
Medio San Juan (ANDAGOYA);27450;1;12;2021-04-02;2021-04-02
Melgar;73449;1;23;2021-04-02;2021-04-02
Mercaderes;19450;1;8;2021-04-02;2021-04-02
Mesetas;50330;1;16;2021-04-02;2021-04-02
Milán;18460;1;7;2021-04-02;2021-04-02
Miraflores;15455;1;5;2021-04-02;2021-04-02
Miraflores;95200;1;31;2021-04-02;2021-04-02
Miranda;19455;1;8;2021-04-02;2021-04-02
Mistrató;66456;1;20;2021-04-02;2021-04-02
Mitú;97001;1;32;2021-04-02;2021-04-02
Mocoa;86001;1;27;2021-04-02;2021-04-02
Mogotes;68464;1;21;2021-04-02;2021-04-02
Molagavita;68468;1;21;2021-04-02;2021-04-02
Momil;23464;1;10;2021-04-02;2021-04-02
Mompós;13468;1;4;2021-04-02;2021-04-02
Mongua;15464;1;5;2021-04-02;2021-04-02
Monguí;15466;1;5;2021-04-02;2021-04-02
Moniquirá;15469;1;5;2021-04-02;2021-04-02
Montebello;05467;1;1;2021-04-02;2021-04-02
Montecristo;13458;1;4;2021-04-02;2021-04-02
Montelíbano;23466;1;10;2021-04-02;2021-04-02
Montenegro;63470;1;19;2021-04-02;2021-04-02
Monteria;63470;1;10;2021-04-02;2021-04-02
Monterrey;85162;1;26;2021-04-02;2021-04-02
Morales;13473;1;4;2021-04-02;2021-04-02
Morales;19473;1;8;2021-04-02;2021-04-02
Morelia;18479;1;7;2021-04-02;2021-04-02
Morroa;70473;1;22;2021-04-02;2021-04-02
Mosquera;25473;1;11;2021-04-02;2021-04-02
Mosquera;52473;1;17;2021-04-02;2021-04-02
Motavita;15476;1;5;2021-04-02;2021-04-02
Moñitos;23500;1;10;2021-04-02;2021-04-02
Murillo;73461;1;23;2021-04-02;2021-04-02
Murindó;05475;1;1;2021-04-02;2021-04-02
Mutatá;05480;1;1;2021-04-02;2021-04-02
Mutiscua;54480;1;18;2021-04-02;2021-04-02
Muzo;15480;1;5;2021-04-02;2021-04-02
Málaga;68432;1;21;2021-04-02;2021-04-02
Nariño;05483;1;1;2021-04-02;2021-04-02
Nariño;25483;1;11;2021-04-02;2021-04-02
Nariño;52480;1;17;2021-04-02;2021-04-02
Natagaima;73483;1;23;2021-04-02;2021-04-02
Nechí;05495;1;1;2021-04-02;2021-04-02
Necoclí;05490;1;1;2021-04-02;2021-04-02
Neira;17486;1;6;2021-04-02;2021-04-02
Neiva;41001;1;13;2021-04-02;2021-04-02
Nemocón;25486;1;11;2021-04-02;2021-04-02
Nilo;25488;1;11;2021-04-02;2021-04-02
Nimaima;25489;1;11;2021-04-02;2021-04-02
Nobsa;15491;1;5;2021-04-02;2021-04-02
Nocaima;25491;1;11;2021-04-02;2021-04-02
Norcasia;17495;1;6;2021-04-02;2021-04-02
Norosí;13490;1;4;2021-04-02;2021-04-02
Novita;27491;1;12;2021-04-02;2021-04-02
Nueva Granada;47460;1;15;2021-04-02;2021-04-02
Nuevo Colón;15494;1;5;2021-04-02;2021-04-02
Nunchía;85225;1;26;2021-04-02;2021-04-02
Nuquí;27495;1;12;2021-04-02;2021-04-02
Nátaga;41483;1;13;2021-04-02;2021-04-02
Obando;76497;1;24;2021-04-02;2021-04-02
Ocamonte;68498;1;21;2021-04-02;2021-04-02
Ocaña;54498;1;18;2021-04-02;2021-04-02
Oiba;68500;1;21;2021-04-02;2021-04-02
Oicatá;15500;1;5;2021-04-02;2021-04-02
Olaya;05501;1;1;2021-04-02;2021-04-02
Olaya Herrera;52490;1;17;2021-04-02;2021-04-02
Onzaga;68502;1;21;2021-04-02;2021-04-02
Oporapa;41503;1;13;2021-04-02;2021-04-02
Orito;86320;1;27;2021-04-02;2021-04-02
Orocué;85230;1;26;2021-04-02;2021-04-02
Ortega;73504;1;23;2021-04-02;2021-04-02
Ospina;52506;1;17;2021-04-02;2021-04-02
Otanche;15507;1;5;2021-04-02;2021-04-02
Ovejas;70508;1;22;2021-04-02;2021-04-02
Pachavita;15511;1;5;2021-04-02;2021-04-02
Pacho;25513;1;11;2021-04-02;2021-04-02
Padilla;19513;1;8;2021-04-02;2021-04-02
Paicol;41518;1;13;2021-04-02;2021-04-02
Pailitas;20517;1;9;2021-04-02;2021-04-02
Paime;25518;1;11;2021-04-02;2021-04-02
Paipa;15516;1;5;2021-04-02;2021-04-02
Pajarito;15518;1;5;2021-04-02;2021-04-02
Palermo;41524;1;13;2021-04-02;2021-04-02
Palestina;17524;1;6;2021-04-02;2021-04-02
Palestina;41530;1;13;2021-04-02;2021-04-02
Palmar;68522;1;21;2021-04-02;2021-04-02
Palmar de Varela;08520;1;2;2021-04-02;2021-04-02
Palmas del Socorro;68524;1;21;2021-04-02;2021-04-02
Palmira;76520;1;24;2021-04-02;2021-04-02
Palmito;70523;1;22;2021-04-02;2021-04-02
Palocabildo;73520;1;23;2021-04-02;2021-04-02
Pamplona;54518;1;18;2021-04-02;2021-04-02
Pamplonita;54520;1;18;2021-04-02;2021-04-02
Pandi;25524;1;11;2021-04-02;2021-04-02
Panqueba;15522;1;5;2021-04-02;2021-04-02
Paratebueno;25530;1;11;2021-04-02;2021-04-02
Pasca;25535;1;11;2021-04-02;2021-04-02
Patía (El Bordo);19532;1;8;2021-04-02;2021-04-02
Pauna;15531;1;5;2021-04-02;2021-04-02
Paya;15533;1;5;2021-04-02;2021-04-02
Paz de Ariporo;85250;1;26;2021-04-02;2021-04-02
Paz de Río;15537;1;5;2021-04-02;2021-04-02
Pedraza;47541;1;15;2021-04-02;2021-04-02
Pelaya;20550;1;9;2021-04-02;2021-04-02
Pensilvania;17541;1;6;2021-04-02;2021-04-02
Peque;05543;1;1;2021-04-02;2021-04-02
Pereira;66001;1;20;2021-04-02;2021-04-02
Pesca;15542;1;5;2021-04-02;2021-04-02
Peñol;05541;1;1;2021-04-02;2021-04-02
Piamonte;19533;1;8;2021-04-02;2021-04-02
Pie de Cuesta;68547;1;21;2021-04-02;2021-04-02
Piedras;73547;1;23;2021-04-02;2021-04-02
Piendamó;19548;1;8;2021-04-02;2021-04-02
Pijao;63548;1;19;2021-04-02;2021-04-02
Pijiño;47545;1;15;2021-04-02;2021-04-02
Pinchote;68549;1;21;2021-04-02;2021-04-02
Pinillos;13549;1;4;2021-04-02;2021-04-02
Piojo;08549;1;2;2021-04-02;2021-04-02
Pisva;15550;1;5;2021-04-02;2021-04-02
Pital;41548;1;13;2021-04-02;2021-04-02
Pitalito;41551;1;13;2021-04-02;2021-04-02
Pivijay;47551;1;15;2021-04-02;2021-04-02
Planadas;73555;1;23;2021-04-02;2021-04-02
Planeta Rica;23555;1;10;2021-04-02;2021-04-02
Plato;47555;1;15;2021-04-02;2021-04-02
Policarpa;52540;1;17;2021-04-02;2021-04-02
Polonuevo;08558;1;2;2021-04-02;2021-04-02
Ponedera;08560;1;2;2021-04-02;2021-04-02
Popayán;19001;1;8;2021-04-02;2021-04-02
Pore;85263;1;26;2021-04-02;2021-04-02
Potosí;52560;1;17;2021-04-02;2021-04-02
Pradera;76563;1;24;2021-04-02;2021-04-02
Prado;73563;1;23;2021-04-02;2021-04-02
Providencia;52565;1;17;2021-04-02;2021-04-02
Providencia;88564;1;28;2021-04-02;2021-04-02
Pueblo Bello;20570;1;9;2021-04-02;2021-04-02
Pueblo Nuevo;23570;1;10;2021-04-02;2021-04-02
Pueblo Rico;66572;1;20;2021-04-02;2021-04-02
Pueblorrico;05576;1;1;2021-04-02;2021-04-02
Puebloviejo;47570;1;15;2021-04-02;2021-04-02
Puente Nacional;68572;1;21;2021-04-02;2021-04-02
Puerres;52573;1;17;2021-04-02;2021-04-02
Puerto Asís;86568;1;27;2021-04-02;2021-04-02
Puerto Berrío;05579;1;1;2021-04-02;2021-04-02
Puerto Boyacá;15572;1;5;2021-04-02;2021-04-02
Puerto Caicedo;86569;1;27;2021-04-02;2021-04-02
Puerto Carreño;99001;1;33;2021-04-02;2021-04-02
Puerto Colombia;94884;1;2;2021-04-02;2021-04-02
Puerto Concordia;50450;1;16;2021-04-02;2021-04-02
Puerto Escondido;23574;1;10;2021-04-02;2021-04-02
Puerto Gaitán;50568;1;16;2021-04-02;2021-04-02
Puerto Guzmán;86571;1;27;2021-04-02;2021-04-02
Puerto Leguízamo;;1;27;2021-04-02;2021-04-02
Puerto Libertador;23580;1;10;2021-04-02;2021-04-02
Puerto Lleras;50577;1;16;2021-04-02;2021-04-02
Puerto López;50573;1;16;2021-04-02;2021-04-02
Puerto Nare;05585;1;1;2021-04-02;2021-04-02
Puerto Nariño;91540;1;29;2021-04-02;2021-04-02
Puerto Parra;68573;1;21;2021-04-02;2021-04-02
Puerto Rico;18592;1;7;2021-04-02;2021-04-02
Puerto Rico;50590;1;16;2021-04-02;2021-04-02
Puerto Rondón;81591;1;25;2021-04-02;2021-04-02
Puerto Salgar;25572;1;11;2021-04-02;2021-04-02
Puerto Santander;91669;1;18;2021-04-02;2021-04-02
Puerto Tejada;19573;1;8;2021-04-02;2021-04-02
Puerto Triunfo;05591;1;1;2021-04-02;2021-04-02
Puerto Wilches;68575;1;21;2021-04-02;2021-04-02
Pulí;25580;1;11;2021-04-02;2021-04-02
Pupiales;52585;1;17;2021-04-02;2021-04-02
Puracé (Coconuco);19585;1;8;2021-04-02;2021-04-02
Purificación;73585;1;23;2021-04-02;2021-04-02
Purísima;23586;1;10;2021-04-02;2021-04-02
Pácora;17513;1;6;2021-04-02;2021-04-02
Páez;15514;1;5;2021-04-02;2021-04-02
Páez (Belalcazar);19517;1;8;2021-04-02;2021-04-02
Páramo;68533;1;21;2021-04-02;2021-04-02
Quebradanegra;25592;1;11;2021-04-02;2021-04-02
Quetame;25594;1;11;2021-04-02;2021-04-02
Quibdó;27001;1;12;2021-04-02;2021-04-02
Quimbaya;63594;1;19;2021-04-02;2021-04-02
Quinchía;66594;1;20;2021-04-02;2021-04-02
Quipama;15580;1;5;2021-04-02;2021-04-02
Quipile;25596;1;11;2021-04-02;2021-04-02
Ragonvalia;54599;1;18;2021-04-02;2021-04-02
Ramiriquí;15599;1;5;2021-04-02;2021-04-02
Recetor;85279;1;26;2021-04-02;2021-04-02
Regidor;13580;1;4;2021-04-02;2021-04-02
Remedios;05604;1;1;2021-04-02;2021-04-02
Remolino;47605;1;15;2021-04-02;2021-04-02
Repelón;08606;1;2;2021-04-02;2021-04-02
Restrepo;50606;1;16;2021-04-02;2021-04-02
Restrepo;76606;1;24;2021-04-02;2021-04-02
Retiro;05607;1;1;2021-04-02;2021-04-02
Ricaurte;25612;1;11;2021-04-02;2021-04-02
Ricaurte;52612;1;17;2021-04-02;2021-04-02
Rio Negro;27580;1;21;2021-04-02;2021-04-02
Rioblanco;73616;1;23;2021-04-02;2021-04-02
Riofrío;76616;1;24;2021-04-02;2021-04-02
Riohacha;44001;1;14;2021-04-02;2021-04-02
Risaralda;17616;1;6;2021-04-02;2021-04-02
Rivera;41615;1;13;2021-04-02;2021-04-02
Roberto Payán (San José);52621;1;17;2021-04-02;2021-04-02
Roldanillo;76622;1;24;2021-04-02;2021-04-02
Roncesvalles;73622;1;23;2021-04-02;2021-04-02
Rondón;15621;1;5;2021-04-02;2021-04-02
Rosas;19622;1;8;2021-04-02;2021-04-02
Rovira;73624;1;23;2021-04-02;2021-04-02
Ráquira;15600;1;5;2021-04-02;2021-04-02
Río Iró;27580;1;12;2021-04-02;2021-04-02
Río Quito;27600;1;12;2021-04-02;2021-04-02
Río Sucio;17614;1;6;2021-04-02;2021-04-02
Río Viejo;13600;1;4;2021-04-02;2021-04-02
Río de oro;20614;1;9;2021-04-02;2021-04-02
Ríonegro;68615;1;1;2021-04-02;2021-04-02
Ríosucio;27615;1;12;2021-04-02;2021-04-02
Sabana de Torres;68655;1;21;2021-04-02;2021-04-02
Sabanagrande;08634;1;2;2021-04-02;2021-04-02
Sabanalarga;05628;1;1;2021-04-02;2021-04-02
Sabanalarga;08638;1;2;2021-04-02;2021-04-02
Sabanalarga;85300;1;26;2021-04-02;2021-04-02
Sabanas de San Angel (SAN ANGEL);47660;1;15;2021-04-02;2021-04-02
Sabaneta;05631;1;1;2021-04-02;2021-04-02
Saboyá;15632;1;5;2021-04-02;2021-04-02
Sahagún;23660;1;10;2021-04-02;2021-04-02
Saladoblanco;41660;1;13;2021-04-02;2021-04-02
Salamina;17657;1;6;2021-04-02;2021-04-02
Salamina;47675;1;15;2021-04-02;2021-04-02
Salazar;54660;1;18;2021-04-02;2021-04-02
Saldaña;73671;1;23;2021-04-02;2021-04-02
Salento;63690;1;19;2021-04-02;2021-04-02
Salgar;05642;1;1;2021-04-02;2021-04-02
Samacá;15646;1;5;2021-04-02;2021-04-02
Samaniego;52678;1;17;2021-04-02;2021-04-02
Samaná;17662;1;6;2021-04-02;2021-04-02
Sampués;70670;1;22;2021-04-02;2021-04-02
San Agustín;41668;1;13;2021-04-02;2021-04-02
San Alberto;20710;1;9;2021-04-02;2021-04-02
San Andrés;88001;1;21;2021-04-02;2021-04-02
San Andrés Sotavento;23670;1;10;2021-04-02;2021-04-02
San Andrés de Cuerquía;05647;1;1;2021-04-02;2021-04-02
San Antero;23672;1;10;2021-04-02;2021-04-02
San Antonio;73675;1;23;2021-04-02;2021-04-02
San Antonio de Tequendama;25645;1;11;2021-04-02;2021-04-02
San Benito;68673;1;21;2021-04-02;2021-04-02
San Benito Abad;70678;1;22;2021-04-02;2021-04-02
San Bernardo;25649;1;11;2021-04-02;2021-04-02
San Bernardo;52685;1;17;2021-04-02;2021-04-02
San Bernardo del Viento;23675;1;10;2021-04-02;2021-04-02
San Calixto;54670;1;18;2021-04-02;2021-04-02
San Carlos;05649;1;1;2021-04-02;2021-04-02
San Carlos;23678;1;10;2021-04-02;2021-04-02
San Carlos de Guaroa;50680;1;16;2021-04-02;2021-04-02
San Cayetano;25653;1;11;2021-04-02;2021-04-02
San Cayetano;54673;1;18;2021-04-02;2021-04-02
San Cristobal;13620;1;4;2021-04-02;2021-04-02
San Diego;20750;1;9;2021-04-02;2021-04-02
San Eduardo;15660;1;5;2021-04-02;2021-04-02
San Estanislao;13647;1;4;2021-04-02;2021-04-02
San Fernando;13650;1;4;2021-04-02;2021-04-02
San Francisco;05652;1;1;2021-04-02;2021-04-02
San Francisco;25658;1;11;2021-04-02;2021-04-02
San Francisco;86755;1;27;2021-04-02;2021-04-02
San Gíl;68679;1;21;2021-04-02;2021-04-02
San Jacinto;13654;1;4;2021-04-02;2021-04-02
San Jacinto del Cauca;13655;1;4;2021-04-02;2021-04-02
San Jerónimo;05656;1;1;2021-04-02;2021-04-02
San Joaquín;68682;1;21;2021-04-02;2021-04-02
San José;17665;1;6;2021-04-02;2021-04-02
San José de Miranda;68684;1;21;2021-04-02;2021-04-02
San José de Montaña;05658;1;1;2021-04-02;2021-04-02
San José de Pare;15664;1;5;2021-04-02;2021-04-02
San José de Uré;23682;1;10;2021-04-02;2021-04-02
San José del Fragua;18610;1;7;2021-04-02;2021-04-02
San José del Guaviare;95001;1;31;2021-04-02;2021-04-02
San José del Palmar;27660;1;12;2021-04-02;2021-04-02
San Juan de Arama;50683;1;16;2021-04-02;2021-04-02
San Juan de Betulia;70702;1;22;2021-04-02;2021-04-02
San Juan de Nepomuceno;13657;1;4;2021-04-02;2021-04-02
San Juan de Pasto;;1;17;2021-04-02;2021-04-02
San Juan de Río Seco;25662;1;11;2021-04-02;2021-04-02
San Juan de Urabá;05659;1;1;2021-04-02;2021-04-02
San Juan del Cesar;44650;1;14;2021-04-02;2021-04-02
San Juanito;50686;1;16;2021-04-02;2021-04-02
San Lorenzo;52687;1;17;2021-04-02;2021-04-02
San Luis;73678;1;23;2021-04-02;2021-04-02
San Luís;05660;1;1;2021-04-02;2021-04-02
San Luís de Gaceno;15667;1;5;2021-04-02;2021-04-02
San Luís de Palenque;85325;1;26;2021-04-02;2021-04-02
San Marcos;70708;1;22;2021-04-02;2021-04-02
San Martín;20770;1;9;2021-04-02;2021-04-02
San Martín;50689;1;16;2021-04-02;2021-04-02
San Martín de Loba;13667;1;4;2021-04-02;2021-04-02
San Mateo;15673;1;5;2021-04-02;2021-04-02
San Miguel;68686;1;21;2021-04-02;2021-04-02
San Miguel;86757;1;27;2021-04-02;2021-04-02
San Miguel de Sema;15676;1;5;2021-04-02;2021-04-02
San Onofre;70713;1;22;2021-04-02;2021-04-02
San Pablo;13670;1;4;2021-04-02;2021-04-02
San Pablo;52693;1;17;2021-04-02;2021-04-02
San Pablo de Borbur;15681;1;5;2021-04-02;2021-04-02
San Pedro;05664;1;1;2021-04-02;2021-04-02
San Pedro;70717;1;22;2021-04-02;2021-04-02
San Pedro;76670;1;24;2021-04-02;2021-04-02
San Pedro de Cartago;52694;1;17;2021-04-02;2021-04-02
San Pedro de Urabá;05665;1;1;2021-04-02;2021-04-02
San Pelayo;23686;1;10;2021-04-02;2021-04-02
San Rafael;05667;1;1;2021-04-02;2021-04-02
San Roque;05670;1;1;2021-04-02;2021-04-02
San Sebastián;19693;1;8;2021-04-02;2021-04-02
San Sebastián de Buenavista;47692;1;15;2021-04-02;2021-04-02
San Vicente;05674;1;1;2021-04-02;2021-04-02
San Vicente del Caguán;18753;1;7;2021-04-02;2021-04-02
San Vicente del Chucurí;68689;1;21;2021-04-02;2021-04-02
San Zenón;47703;1;15;2021-04-02;2021-04-02
Sandoná;52683;1;17;2021-04-02;2021-04-02
Santa Ana;47707;1;15;2021-04-02;2021-04-02
Santa Bárbara;05679;1;1;2021-04-02;2021-04-02
Santa Bárbara;68705;1;21;2021-04-02;2021-04-02
Santa Bárbara (Iscuandé);52696;1;17;2021-04-02;2021-04-02
Santa Bárbara de Pinto;47720;1;15;2021-04-02;2021-04-02
Santa Catalina;13673;1;4;2021-04-02;2021-04-02
Santa Fé de Antioquia;05042;1;1;2021-04-02;2021-04-02
Santa Genoveva de Docorodó;;1;12;2021-04-02;2021-04-02
Santa Helena del Opón;68720;1;21;2021-04-02;2021-04-02
Santa Isabel;73686;1;23;2021-04-02;2021-04-02
Santa Lucía;08675;1;2;2021-04-02;2021-04-02
Santa Marta;47001;1;15;2021-04-02;2021-04-02
Santa María;15690;1;5;2021-04-02;2021-04-02
Santa María;41676;1;13;2021-04-02;2021-04-02
Santa Rosa;13683;1;4;2021-04-02;2021-04-02
Santa Rosa;19701;1;8;2021-04-02;2021-04-02
Santa Rosa de Cabal;66682;1;20;2021-04-02;2021-04-02
Santa Rosa de Osos;05686;1;1;2021-04-02;2021-04-02
Santa Rosa de Viterbo;15693;1;5;2021-04-02;2021-04-02
Santa Rosa del Sur;13688;1;4;2021-04-02;2021-04-02
Santa Rosalía;99624;1;33;2021-04-02;2021-04-02
Santa Sofía;15696;1;5;2021-04-02;2021-04-02
Santana;15686;1;5;2021-04-02;2021-04-02
Santander de Quilichao;19698;1;8;2021-04-02;2021-04-02
Santiago;54680;1;18;2021-04-02;2021-04-02
Santiago;86760;1;27;2021-04-02;2021-04-02
Santo Domingo;05690;1;1;2021-04-02;2021-04-02
Santo Tomás;08685;1;2;2021-04-02;2021-04-02
Santuario;;1;1;2021-04-02;2021-04-02
Santuario;66687;1;20;2021-04-02;2021-04-02
Sapuyes;52720;1;17;2021-04-02;2021-04-02
Saravena;81736;1;25;2021-04-02;2021-04-02
Sardinata;54720;1;18;2021-04-02;2021-04-02
Sasaima;25718;1;11;2021-04-02;2021-04-02
Sativanorte;15720;1;5;2021-04-02;2021-04-02
Sativasur;15723;1;5;2021-04-02;2021-04-02
Segovia;05736;1;1;2021-04-02;2021-04-02
Sesquilé;25736;1;11;2021-04-02;2021-04-02
Sevilla;76736;1;24;2021-04-02;2021-04-02
Siachoque;15740;1;5;2021-04-02;2021-04-02
Sibaté;25740;1;11;2021-04-02;2021-04-02
Sibundoy;86749;1;27;2021-04-02;2021-04-02
Silos;54743;1;18;2021-04-02;2021-04-02
Silvania;25743;1;11;2021-04-02;2021-04-02
Silvia;19743;1;8;2021-04-02;2021-04-02
Simacota;68745;1;21;2021-04-02;2021-04-02
Simijaca;25745;1;11;2021-04-02;2021-04-02
Simití;13744;1;4;2021-04-02;2021-04-02
Sincelejo;70001;1;22;2021-04-02;2021-04-02
Sincé;13744;1;22;2021-04-02;2021-04-02
Sipí;27745;1;12;2021-04-02;2021-04-02
Sitionuevo;47745;1;15;2021-04-02;2021-04-02
Soacha;25754;1;11;2021-04-02;2021-04-02
Soatá;15753;1;5;2021-04-02;2021-04-02
Socha;15757;1;5;2021-04-02;2021-04-02
Socorro;68755;1;21;2021-04-02;2021-04-02
Socotá;15755;1;5;2021-04-02;2021-04-02
Sogamoso;15759;1;5;2021-04-02;2021-04-02
Solano;18756;1;7;2021-04-02;2021-04-02
Soledad;08758;1;2;2021-04-02;2021-04-02
Solita;18785;1;7;2021-04-02;2021-04-02
Somondoco;15761;1;5;2021-04-02;2021-04-02
Sonsón;05756;1;1;2021-04-02;2021-04-02
Sopetrán;05761;1;1;2021-04-02;2021-04-02
Soplaviento;13760;1;4;2021-04-02;2021-04-02
Sopó;25758;1;11;2021-04-02;2021-04-02
Sora;15762;1;5;2021-04-02;2021-04-02
Soracá;15764;1;5;2021-04-02;2021-04-02
Sotaquirá;15763;1;5;2021-04-02;2021-04-02
Sotara (Paispamba);19760;1;8;2021-04-02;2021-04-02
Sotomayor (Los Andes);52418;1;17;2021-04-02;2021-04-02
Suaita;68770;1;21;2021-04-02;2021-04-02
Suan;08770;1;2;2021-04-02;2021-04-02
Suaza;41770;1;13;2021-04-02;2021-04-02
Subachoque;25769;1;11;2021-04-02;2021-04-02
Sucre;19785;1;8;2021-04-02;2021-04-02
Sucre;68773;1;21;2021-04-02;2021-04-02
Sucre;70771;1;22;2021-04-02;2021-04-02
Suesca;25772;1;11;2021-04-02;2021-04-02
Supatá;25777;1;11;2021-04-02;2021-04-02
Supía;17777;1;6;2021-04-02;2021-04-02
Suratá;68780;1;21;2021-04-02;2021-04-02
Susa;25779;1;11;2021-04-02;2021-04-02
Susacón;15774;1;5;2021-04-02;2021-04-02
Sutamarchán;15776;1;5;2021-04-02;2021-04-02
Sutatausa;25781;1;11;2021-04-02;2021-04-02
Sutatenza;15778;1;5;2021-04-02;2021-04-02
Suárez;19780;1;8;2021-04-02;2021-04-02
Suárez;73770;1;23;2021-04-02;2021-04-02
Sácama;85315;1;26;2021-04-02;2021-04-02
Sáchica;15638;1;5;2021-04-02;2021-04-02
Tabio;25785;1;11;2021-04-02;2021-04-02
Tadó;27787;1;12;2021-04-02;2021-04-02
Talaigua Nuevo;13780;1;4;2021-04-02;2021-04-02
Tamalameque;20787;1;9;2021-04-02;2021-04-02
Tame;81794;1;25;2021-04-02;2021-04-02
Taminango;52786;1;17;2021-04-02;2021-04-02
Tangua;52788;1;17;2021-04-02;2021-04-02
Taraira;97666;1;32;2021-04-02;2021-04-02
Tarazá;05790;1;1;2021-04-02;2021-04-02
Tarqui;41791;1;13;2021-04-02;2021-04-02
Tarso;05792;1;1;2021-04-02;2021-04-02
Tasco;15790;1;5;2021-04-02;2021-04-02
Tauramena;85410;1;26;2021-04-02;2021-04-02
Tausa;25793;1;11;2021-04-02;2021-04-02
Tello;41799;1;13;2021-04-02;2021-04-02
Tena;25797;1;11;2021-04-02;2021-04-02
Tenerife;47798;1;15;2021-04-02;2021-04-02
Tenjo;25799;1;11;2021-04-02;2021-04-02
Tenza;15798;1;5;2021-04-02;2021-04-02
Teorama;54800;1;18;2021-04-02;2021-04-02
Teruel;41801;1;13;2021-04-02;2021-04-02
Tesalia;41797;1;13;2021-04-02;2021-04-02
Tibacuy;25805;1;11;2021-04-02;2021-04-02
Tibaná;15804;1;5;2021-04-02;2021-04-02
Tibasosa;15806;1;5;2021-04-02;2021-04-02
Tibirita;25807;1;11;2021-04-02;2021-04-02
Tibú;54810;1;18;2021-04-02;2021-04-02
Tierralta;23807;1;10;2021-04-02;2021-04-02
Timaná;41807;1;13;2021-04-02;2021-04-02
Timbiquí;19809;1;8;2021-04-02;2021-04-02
Timbío;19807;1;8;2021-04-02;2021-04-02
Tinjacá;15808;1;5;2021-04-02;2021-04-02
Tipacoque;15810;1;5;2021-04-02;2021-04-02
Tiquisio (Puerto Rico);13810;1;4;2021-04-02;2021-04-02
Titiribí;05809;1;1;2021-04-02;2021-04-02
Toca;15814;1;5;2021-04-02;2021-04-02
Tocaima;25815;1;11;2021-04-02;2021-04-02
Tocancipá;25817;1;11;2021-04-02;2021-04-02
Toguí;15816;1;5;2021-04-02;2021-04-02
Toledo;05819;1;1;2021-04-02;2021-04-02
Toledo;54820;1;18;2021-04-02;2021-04-02
Tolú Viejo;70823;1;22;2021-04-02;2021-04-02
Tona;68820;1;21;2021-04-02;2021-04-02
Tópaga;15820;1;5;2021-04-02;2021-04-02
Topaipí;25823;1;11;2021-04-02;2021-04-02
Toribio;19821;1;8;2021-04-02;2021-04-02
Toro;76823;1;24;2021-04-02;2021-04-02
Tota;15822;1;5;2021-04-02;2021-04-02
Totoró;19824;1;8;2021-04-02;2021-04-02
Trinidad;85430;1;26;2021-04-02;2021-04-02
Trujillo;76828;1;24;2021-04-02;2021-04-02
Tubará;8832;1;2;2021-04-02;2021-04-02
Tuchín;23815;1;10;2021-04-02;2021-04-02
Tuluá;76834;1;24;2021-04-02;2021-04-02
Tunja;15001;1;5;2021-04-02;2021-04-02
Tununguá;15832;1;5;2021-04-02;2021-04-02
Túquerres;52838;1;17;2021-04-02;2021-04-02
Turbaco;13836;1;4;2021-04-02;2021-04-02
Turbaná;13838;1;4;2021-04-02;2021-04-02
Turbo;5837;1;1;2021-04-02;2021-04-02
Turmequé;15835;1;5;2021-04-02;2021-04-02
Tuta;15837;1;5;2021-04-02;2021-04-02
